battle,country,result,source_url
Battle of Kliszów,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Kliszów
Battle of Kock (1920),Poland,win,https://en.wikipedia.org/wiki/Battle_of_Kock_(1920)
Battle of Kokenhausen,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Kokenhausen
Battle of Kopystrzyń (1487),Poland,win,https://en.wikipedia.org/wiki/Battle_of_Kopystrzyń_(1487)
Battle of Krosno Odrzańskie,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Krosno_Odrzańskie
Battle of Kumeyki,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Kumeyki
Battle of Łagów,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Łagów
Battle of Laski and Anielin,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Laski_and_Anielin
Battle of Lenino,Poland,other,https://en.wikipedia.org/wiki/Battle_of_Lenino
Lithuanian raid on Mazovia (1368),Poland,other,https://en.wikipedia.org/wiki/Lithuanian_raid_on_Mazovia_(1368)
Lithuanian raid on Poland,Poland,other,https://en.wikipedia.org/wiki/Lithuanian_raid_on_Poland
Battle of Loschniza,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Loschniza
Battle of Martynów,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Martynów
Battle between Mieszko I and Wichmann,Poland,win,https://en.wikipedia.org/wiki/Battle_between_Mieszko_I_and_Wichmann
Battle of Mołotków,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Mołotków
Mukha Rebellion,Poland,win,https://en.wikipedia.org/wiki/Mukha_Rebellion
Battle of Murowana Oszmianka,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Murowana_Oszmianka
Battle of Nakło (1109),Poland,win,https://en.wikipedia.org/wiki/Battle_of_Nakło_(1109)
Battle of Nevel,Poland,other,https://en.wikipedia.org/wiki/Battle_of_Nevel
Battle of Nisko,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Nisko
Battle of Nowa Wieś (1831),Poland,win,https://en.wikipedia.org/wiki/Battle_of_Nowa_Wieś_(1831)
Battle of Obertyn,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Obertyn
Battle of the Oder–Neisse,Poland,win,https://en.wikipedia.org/wiki/Battle_of_the_Oder–Neisse
Battle of Orsha,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Orsha
Battle of Osuchy,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Osuchy
Battle of Palanga,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Palanga
Battle of Párkány,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Párkány
Battle of Płowce,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Płowce
Battle of Pyzdry (1331),Poland,win,https://en.wikipedia.org/wiki/Battle_of_Pyzdry_(1331)
Battle of Pobiedziska,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Pobiedziska
Battle of Porytowe Wzgórze,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Porytowe_Wzgórze
Battle of Radzymin (1920),Poland,win,https://en.wikipedia.org/wiki/Battle_of_Radzymin_(1920)
Battle of Rajovka,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Rajovka
Battle of Rawicz,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Rawicz
Battle of the River Bug,Poland,win,https://en.wikipedia.org/wiki/Battle_of_the_River_Bug
Sack of Sandomierz (1260),Poland,unknown,https://en.wikipedia.org/wiki/Sack_of_Sandomierz_(1260)
Battle of Saločiai (1703),Poland,win,https://en.wikipedia.org/wiki/Battle_of_Saločiai_(1703)
Battle of the Seelow Heights,Poland,win,https://en.wikipedia.org/wiki/Battle_of_the_Seelow_Heights
Battle of Selburg,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Selburg
Battle of Sokal,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Sokal
Battle of Stångebro,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Stångebro
Battle of Stary Sącz,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Stary_Sącz
Battle of Stegeborg,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Stegeborg
Battle of Stołowicze,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Stołowicze
Battle of Studzianki,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Studzianki
Battle of Surkonty,Poland,unknown,https://en.wikipedia.org/wiki/Battle_of_Surkonty
Battle of Szina,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Szina
Thirteen Years' War (1454–1466),Poland,win,https://en.wikipedia.org/wiki/Thirteen_Years'_War_(1454–1466)
Battle of Toropets (1609),Poland,win,https://en.wikipedia.org/wiki/Battle_of_Toropets_(1609)
Battle of Toropets (1580),Poland,win,https://en.wikipedia.org/wiki/Battle_of_Toropets_(1580)
Battle of Torzhok,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Torzhok
Battle of Tryškiai,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Tryškiai
Battle of Trzciana,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Trzciana
Battle of Tykocin,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Tykocin
Battle of Udycz,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Udycz
Battle of Ustechko,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Ustechko
Battle of Vaslui,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Vaslui
Battle of Verbia,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Verbia
Battle of the Vorskla River,Poland,win,https://en.wikipedia.org/wiki/Battle_of_the_Vorskla_River
Battle of Vyazma,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Vyazma
Warsaw Ghetto Uprising,Poland,other,https://en.wikipedia.org/wiki/Warsaw_Ghetto_Uprising
Battle of Weissenstein,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Weissenstein
Battle of Werbicze,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Werbicze
Battle of Wiłkomierz,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Wiłkomierz
Battle of Wisniowiec,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Wisniowiec
Battle of Zasław (1491),Poland,win,https://en.wikipedia.org/wiki/Battle_of_Zasław_(1491)
Battle of Zawichost,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Zawichost
Battle of Żyrzyn,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Żyrzyn
Category:Naval battles involving Poland,Poland,unknown,https://en.wikipedia.org/wiki/Category:Naval_battles_involving_Poland
Category:Sieges involving Poland,Poland,unknown,https://en.wikipedia.org/wiki/Category:Sieges_involving_Poland
Category:Tank battles involving Poland,Poland,unknown,https://en.wikipedia.org/wiki/Category:Tank_battles_involving_Poland
Category:Battles involving the Polish–Lithuanian Commonwealth,Poland,unknown,https://en.wikipedia.org/wiki/Category:Battles_involving_the_Polish–Lithuanian_Commonwealth
Category:Battles of the German–Polish War (1003–1018),Poland,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_German–Polish_War_(1003–1018)
Category:Battles of the Iraq War involving Poland,Poland,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_Iraq_War_involving_Poland
Category:Battles of the January Uprising,Poland,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_January_Uprising
Category:Battles of the Mongol invasions of Poland,Poland,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_Mongol_invasions_of_Poland
Category:Battles of the Napoleonic Wars involving Poland,Poland,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_Napoleonic_Wars_involving_Poland
Category:Battles of the November Uprising,Poland,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_November_Uprising
Category:Battles of the Polish–Ottoman wars,Poland,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_Polish–Ottoman_wars
Category:Battles of the Polish–Lithuanian–Teutonic War,Poland,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_Polish–Lithuanian–Teutonic_War
Category:Battles of the Russian Civil War involving Poland,Poland,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_Russian_Civil_War_involving_Poland
Category:Battles of the Silesian Uprisings,Poland,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_Silesian_Uprisings
Category:Battles of the Smolensk War,Poland,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_Smolensk_War
Category:Battles of the Thirteen Years' War (1454–1466),Poland,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_Thirteen_Years'_War_(1454–1466)
Category:Battles of World War I involving Poland,Poland,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_World_War_I_involving_Poland
Category:Battles and operations of World War II involving Poland,Poland,unknown,https://en.wikipedia.org/wiki/Category:Battles_and_operations_of_World_War_II_involving_Poland
Category:Polish battle stubs,Poland,unknown,https://en.wikipedia.org/wiki/Category:Polish_battle_stubs
Battle of Agios Dometios,Turkey,other,https://en.wikipedia.org/wiki/Battle_of_Agios_Dometios
Battle of Artvin,Turkey,win,https://en.wikipedia.org/wiki/Battle_of_Artvin
Battle of Batumi,Turkey,win,https://en.wikipedia.org/wiki/Battle_of_Batumi
Battle of Ledra Palace,Turkey,win,https://en.wikipedia.org/wiki/Battle_of_Ledra_Palace
Liberation of Balıkesir,Turkey,win,https://en.wikipedia.org/wiki/Liberation_of_Balıkesir
Battle of Pentemili beachhead,Turkey,win,https://en.wikipedia.org/wiki/Battle_of_Pentemili_beachhead
2025 Shabelle offensive,Turkey,unknown,https://en.wikipedia.org/wiki/2025_Shabelle_offensive
August 1992 Şırnak Clashes,Turkey,other,https://en.wikipedia.org/wiki/August_1992_Şırnak_Clashes
Battle of Tillyria,Turkey,unknown,https://en.wikipedia.org/wiki/Battle_of_Tillyria
Phaethon (patrol boat),Turkey,unknown,https://en.wikipedia.org/wiki/Phaethon_(patrol_boat)
Turkish-Syrian Border Clashes (1938),Turkey,win,https://en.wikipedia.org/wiki/Turkish-Syrian_Border_Clashes_(1938)
Category:Sieges involving Turkey,Turkey,unknown,https://en.wikipedia.org/wiki/Category:Sieges_involving_Turkey
Category:Battles involving the Ottoman Empire,Turkey,unknown,https://en.wikipedia.org/wiki/Category:Battles_involving_the_Ottoman_Empire
Category:Battles of the Turkish War of Independence,Turkey,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_Turkish_War_of_Independence
Category:Battles of the Korean War involving Turkey,Turkey,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_Korean_War_involving_Turkey
Category:Military operations of the Syrian civil war involving Turkey,Turkey,unknown,https://en.wikipedia.org/wiki/Category:Military_operations_of_the_Syrian_civil_war_involving_Turkey
1924 retreat from Chaoen,Spain,win,https://en.wikipedia.org/wiki/1924_retreat_from_Chaoen
Battle of Abancay,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Abancay
First Battle of Acentejo,Spain,win,https://en.wikipedia.org/wiki/First_Battle_of_Acentejo
Second Battle of Acentejo,Spain,win,https://en.wikipedia.org/wiki/Second_Battle_of_Acentejo
Battle of Aguere,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Aguere
Battle of Agüi,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Agüi
Battle of Alazan Creek,Spain,unknown,https://en.wikipedia.org/wiki/Battle_of_Alazan_Creek
Battle of Alcântara (1580),Spain,win,https://en.wikipedia.org/wiki/Battle_of_Alcântara_(1580)
Battle of Alcolea (1868),Spain,win,https://en.wikipedia.org/wiki/Battle_of_Alcolea_(1868)
Algiers expedition (1516),Spain,win,https://en.wikipedia.org/wiki/Algiers_expedition_(1516)
Alhucemas landing,Spain,win,https://en.wikipedia.org/wiki/Alhucemas_landing
Battle of Ameixial,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Ameixial
Battle of Andalien,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Andalien
Battle of Angol,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Angol
Second Battle of Angostura,Spain,win,https://en.wikipedia.org/wiki/Second_Battle_of_Angostura
Battle of Annual,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Annual
Apalachee massacre,Spain,win,https://en.wikipedia.org/wiki/Apalachee_massacre
Battle of Araure,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Araure
Battle of Arques,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Arques
Battle of Arras (1654),Spain,win,https://en.wikipedia.org/wiki/Battle_of_Arras_(1654)
Battle of Arronches,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Arronches
Siege of Atella,Spain,win,https://en.wikipedia.org/wiki/Siege_of_Atella
Attack on Jailolo,Spain,win,https://en.wikipedia.org/wiki/Attack_on_Jailolo
Attack on Sousse (1537),Spain,win,https://en.wikipedia.org/wiki/Attack_on_Sousse_(1537)
Attack on Sousse (1619),Spain,win,https://en.wikipedia.org/wiki/Attack_on_Sousse_(1619)
Battle of Ayohuma,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Ayohuma
Battle of Azcapotzalco,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Azcapotzalco
Conquest of the Azores,Spain,win,https://en.wikipedia.org/wiki/Conquest_of_the_Azores
Spanish conquest of the Aztec Empire,Spain,win,https://en.wikipedia.org/wiki/Spanish_conquest_of_the_Aztec_Empire
Recapture of Bahia,Spain,win,https://en.wikipedia.org/wiki/Recapture_of_Bahia
Spanish expedition to Balanguingui,Spain,win,https://en.wikipedia.org/wiki/Spanish_expedition_to_Balanguingui
Battle of Bangkusay,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Bangkusay
Blockade of Barcelona,Spain,win,https://en.wikipedia.org/wiki/Blockade_of_Barcelona
Battle of Bassignano,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Bassignano
Battle of Abarrán,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Abarrán
Battle of Arroyo Bermejo,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Arroyo_Bermejo
Battle of Axarquía,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Axarquía
Battle of Bonilla,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Bonilla
Battle of El Salado (1869),Spain,win,https://en.wikipedia.org/wiki/Battle_of_El_Salado_(1869)
Battle of Guayacanes (1863),Spain,win,https://en.wikipedia.org/wiki/Battle_of_Guayacanes_(1863)
Battle of Hammamet,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Hammamet
Battle of Iscuandé,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Iscuandé
Battle of Jura,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Jura
Battle of La Canela,Spain,win,https://en.wikipedia.org/wiki/Battle_of_La_Canela
Battle of Larache (1631),Spain,win,https://en.wikipedia.org/wiki/Battle_of_Larache_(1631)
Battle of Melilla (1860),Spain,win,https://en.wikipedia.org/wiki/Battle_of_Melilla_(1860)
Battle of Mers-el-Fahm,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Mers-el-Fahm
Battle of Mers-el-Kébir (1507),Spain,win,https://en.wikipedia.org/wiki/Battle_of_Mers-el-Kébir_(1507)
Battle of Moclín (1485),Spain,win,https://en.wikipedia.org/wiki/Battle_of_Moclín_(1485)
Battle of Paso del Muerto,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Paso_del_Muerto
Battle of Pino de Baire,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Pino_de_Baire
Battle of Sabana de San Pedro,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Sabana_de_San_Pedro
Battle of Santiago (1863),Spain,win,https://en.wikipedia.org/wiki/Battle_of_Santiago_(1863)
Battle of Sierra Bullones,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Sierra_Bullones
Battle of Szeged (1552),Spain,win,https://en.wikipedia.org/wiki/Battle_of_Szeged_(1552)
Battle of the Palo River,Spain,win,https://en.wikipedia.org/wiki/Battle_of_the_Palo_River
Battle of Wad Ras,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Wad_Ras
Battle of Bellavista,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Bellavista
Battle of the Berlengas (1666),Spain,win,https://en.wikipedia.org/wiki/Battle_of_the_Berlengas_(1666)
Battle of Bicocca,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Bicocca
Capture of Biên Hòa,Spain,win,https://en.wikipedia.org/wiki/Capture_of_Biên_Hòa
Battle of Bitonto,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Bitonto
Battle of Blaye,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Blaye
Battle of Boksum,Spain,unknown,https://en.wikipedia.org/wiki/Battle_of_Boksum
Bombardment of Tangier (1791),Spain,win,https://en.wikipedia.org/wiki/Bombardment_of_Tangier_(1791)
Battle of Borsele,Spain,unknown,https://en.wikipedia.org/wiki/Battle_of_Borsele
Battle of Boyacá,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Boyacá
Battle of Brihuega,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Brihuega
Battle of Cachirí,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Cachirí
Battle of Cuchilla del Tambo,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Cuchilla_del_Tambo
Capture of Cádiz,Spain,win,https://en.wikipedia.org/wiki/Capture_of_Cádiz
Battle of Cádiz (1702),Spain,win,https://en.wikipedia.org/wiki/Battle_of_Cádiz_(1702)
Battle of Cajamarca,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Cajamarca
Battle of Calderón Bridge,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Calderón_Bridge
Battle of Calimete,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Calimete
Battle of Camino Real,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Camino_Real
Battle of Campo Santo,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Campo_Santo
Battle of Cancha Rayada (1814),Spain,win,https://en.wikipedia.org/wiki/Battle_of_Cancha_Rayada_(1814)
Battle of Cancha Rayada (1818),Spain,win,https://en.wikipedia.org/wiki/Battle_of_Cancha_Rayada_(1818)
Battle of Candespina,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Candespina
Capture of Béjaïa (1510),Spain,win,https://en.wikipedia.org/wiki/Capture_of_Béjaïa_(1510)
Capture of Tunis (1569),Spain,win,https://en.wikipedia.org/wiki/Capture_of_Tunis_(1569)
Battle of Carabobo,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Carabobo
Battle of Cardal,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Cardal
Battle of Cassel (1677),Spain,win,https://en.wikipedia.org/wiki/Battle_of_Cassel_(1677)
Battle of Castelo Rodrigo,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Castelo_Rodrigo
Siege of Castelnuovo,Spain,win,https://en.wikipedia.org/wiki/Siege_of_Castelnuovo
Battle of Castillejos,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Castillejos
Battle of Catirai,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Catirai
Siege of Caudebec,Spain,win,https://en.wikipedia.org/wiki/Siege_of_Caudebec
Battle of Ceja del Negro,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Ceja_del_Negro
Battle of Cempoala,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Cempoala
Battle of Ceresole,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Ceresole
Battle of Cerignola,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Cerignola
Battle of Chacabuco,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Chacabuco
Battle of Château-Laudran,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Château-Laudran
Siege of Chillán,Spain,win,https://en.wikipedia.org/wiki/Siege_of_Chillán
Cholula massacre,Spain,win,https://en.wikipedia.org/wiki/Cholula_massacre
Christianshavn Incident,Spain,win,https://en.wikipedia.org/wiki/Christianshavn_Incident
Battle of Chupas,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Chupas
Battle of Colhuacatonco,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Colhuacatonco
Battle of Coliseo,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Coliseo
Battle of Colonia del Sacramento (1807),Spain,win,https://en.wikipedia.org/wiki/Battle_of_Colonia_del_Sacramento_(1807)
Siege of Concepción,Spain,win,https://en.wikipedia.org/wiki/Siege_of_Concepción
Battle of Cotagaita,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Cotagaita
Battle of Craon,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Craon
Invasion of Cuba (1741),Spain,win,https://en.wikipedia.org/wiki/Invasion_of_Cuba_(1741)
Battle of Curalaba,Spain,unknown,https://en.wikipedia.org/wiki/Battle_of_Curalaba
Battle of Curapalihue,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Curapalihue
Battle of Cusco,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Cusco
Dagami revolt,Spain,unknown,https://en.wikipedia.org/wiki/Dagami_revolt
Battle of Dahlen,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Dahlen
Destruction of Santiago,Spain,unknown,https://en.wikipedia.org/wiki/Destruction_of_Santiago
Battle of Dos Ríos,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Dos_Ríos
First Eastern Campaign,Spain,unknown,https://en.wikipedia.org/wiki/First_Eastern_Campaign
Siege of Eindhoven (1583),Spain,win,https://en.wikipedia.org/wiki/Siege_of_Eindhoven_(1583)
Battle of Ekeren,Spain,other,https://en.wikipedia.org/wiki/Battle_of_Ekeren
Battle of El Albujón,Spain,win,https://en.wikipedia.org/wiki/Battle_of_El_Albujón
Battle of El Jobito,Spain,win,https://en.wikipedia.org/wiki/Battle_of_El_Jobito
Battle of El Maguey,Spain,win,https://en.wikipedia.org/wiki/Battle_of_El_Maguey
Battle of El Roble,Spain,win,https://en.wikipedia.org/wiki/Battle_of_El_Roble
Battle of El Toro,Spain,win,https://en.wikipedia.org/wiki/Battle_of_El_Toro
Battle of El Veladero,Spain,win,https://en.wikipedia.org/wiki/Battle_of_El_Veladero
Battle of Empel,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Empel
Battle of Escamela,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Escamela
Expedition to Mostaganem (1543),Spain,win,https://en.wikipedia.org/wiki/Expedition_to_Mostaganem_(1543)
Expedition to Mostaganem (1547),Spain,win,https://en.wikipedia.org/wiki/Expedition_to_Mostaganem_(1547)
First Siege of Corbie,Spain,win,https://en.wikipedia.org/wiki/First_Siege_of_Corbie
Battle of Flint River,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Flint_River
Battle of Fontaine-Française,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Fontaine-Française
Battle of Francavilla,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Francavilla
Frederick Henry's Meuse campaign,Spain,win,https://en.wikipedia.org/wiki/Frederick_Henry's_Meuse_campaign
Liberating Expedition of Peru,Spain,unknown,https://en.wikipedia.org/wiki/Liberating_Expedition_of_Peru
Siege of Fuenterrabía (1523–1524),Spain,win,https://en.wikipedia.org/wiki/Siege_of_Fuenterrabía_(1523–1524)
Battle of Garigliano (1503),Spain,win,https://en.wikipedia.org/wiki/Battle_of_Garigliano_(1503)
Invasion of Georgia (1742),Spain,win,https://en.wikipedia.org/wiki/Invasion_of_Georgia_(1742)
Battle of Glen Shiel,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Glen_Shiel
Battle of Gravelines (1558),Spain,win,https://en.wikipedia.org/wiki/Battle_of_Gravelines_(1558)
Battle of Las Guasimas (1874),Spain,win,https://en.wikipedia.org/wiki/Battle_of_Las_Guasimas_(1874)
Capture of Guisa,Spain,win,https://en.wikipedia.org/wiki/Capture_of_Guisa
Battle of Heiligerlee (1568),Spain,win,https://en.wikipedia.org/wiki/Battle_of_Heiligerlee_(1568)
Battle of Higos Urco,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Higos_Urco
First Battle of Huachi,Spain,win,https://en.wikipedia.org/wiki/First_Battle_of_Huachi
Second Battle of Huachi,Spain,win,https://en.wikipedia.org/wiki/Second_Battle_of_Huachi
Battle of Huarina,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Huarina
Battle of Ibarra (1812),Spain,win,https://en.wikipedia.org/wiki/Battle_of_Ibarra_(1812)
Igorot revolt,Spain,win,https://en.wikipedia.org/wiki/Igorot_revolt
Battle of Iguará,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Iguará
Battle of Iñaquito,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Iñaquito
Invasion from East to West in Cuba,Spain,win,https://en.wikipedia.org/wiki/Invasion_from_East_to_West_in_Cuba
Invasion of the Veluwe (1629),Spain,win,https://en.wikipedia.org/wiki/Invasion_of_the_Veluwe_(1629)
Invasion of Val d'Aran,Spain,win,https://en.wikipedia.org/wiki/Invasion_of_Val_d'Aran
Battle of Ivry,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Ivry
Battle of Izúcar,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Izúcar
Invasion of Jamaica,Spain,win,https://en.wikipedia.org/wiki/Invasion_of_Jamaica
Battle of Jaquijahuana,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Jaquijahuana
Battle of Jemmingen,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Jemmingen
Jolo expedition (1602),Spain,win,https://en.wikipedia.org/wiki/Jolo_expedition_(1602)
Jolo expedition (1630),Spain,win,https://en.wikipedia.org/wiki/Jolo_expedition_(1630)
Battle of Junín,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Junín
Battle of Kakarong de Sili,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Kakarong_de_Sili
Second Battle of Kalaa of the Beni Abbes (1559),Spain,draw,https://en.wikipedia.org/wiki/Second_Battle_of_Kalaa_of_the_Beni_Abbes_(1559)
Battle of Krasny Bor,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Krasny_Bor
Battle of Ky Hoa,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Ky_Hoa
Battle of La Chincúa,Spain,win,https://en.wikipedia.org/wiki/Battle_of_La_Chincúa
Battle of La Gudiña,Spain,win,https://en.wikipedia.org/wiki/Battle_of_La_Gudiña
Battle of La Motta (1513),Spain,win,https://en.wikipedia.org/wiki/Battle_of_La_Motta_(1513)
Battle of La Plata (1816),Spain,win,https://en.wikipedia.org/wiki/Battle_of_La_Plata_(1816)
Battle of Lagunillas,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Lagunillas
Battle of Landriano,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Landriano
Battle of Lannoy,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Lannoy
Lanzadera Campaign,Spain,win,https://en.wikipedia.org/wiki/Lanzadera_Campaign
Las Clavellinas Uprising,Spain,win,https://en.wikipedia.org/wiki/Las_Clavellinas_Uprising
Battle of Las Piedras (1811),Spain,win,https://en.wikipedia.org/wiki/Battle_of_Las_Piedras_(1811)
Battle of Las Queseras del Medio,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Las_Queseras_del_Medio
Battle of Las Salinas,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Las_Salinas
Battle of Las Taironas,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Las_Taironas
Capture of Las Tunas,Spain,win,https://en.wikipedia.org/wiki/Capture_of_Las_Tunas
First Battle of Las Tunas,Spain,win,https://en.wikipedia.org/wiki/First_Battle_of_Las_Tunas
2003 Latifiya ambush,Spain,win,https://en.wikipedia.org/wiki/2003_Latifiya_ambush
Battle of Lekkerbeetje,Spain,win,https://en.wikipedia.org/wiki/Battle_of_Lekkerbeetje
